label,family,cadence,repeated,exit,final_equity,total_return,cagr,max_drawdown_pct,max_drawdown_abs,calmar,sortino,sharpe_like,ulcer_index,cvar_95_daily,time_in_drawdown_pct,avg_invested_pct,deployed_total,n_buys,n_sells,exited_early
scaled_invvol|maexit200b|monthly|1shot,scaled,monthly,False,maexit200b,9836808.14,-0.016319,-0.001261,0.025302,253021.65,-0.0499,-0.1013,-0.3924,1.5999,2e-05,0.9997,0.0011,432095.92,10,1,True
scaled_invvol|maexit200b|monthly|rot,scaled,monthly,True,maexit200b,9836808.14,-0.016319,-0.001261,0.025302,253021.65,-0.0499,-0.1013,-0.3924,1.5999,2e-05,0.9997,0.0011,432095.92,10,1,True
dipB|maexit200|monthly|1shot,dip,monthly,False,maexit200,6478905.84,-0.352109,-0.032748,0.649634,7999881.76,-0.0504,-0.0391,-0.1526,46.3471,0.000764,0.9845,0.0446,10000000.0,2,1,True
dipB|maexit200|monthly|rot,dip,monthly,True,maexit200,6478905.84,-0.352109,-0.032748,0.649634,7999881.76,-0.0504,-0.0391,-0.1526,46.3471,0.000764,0.9845,0.0446,10000000.0,2,1,True
dipB|maexit200b|monthly|1shot,dip,monthly,False,maexit200b,6478905.84,-0.352109,-0.032748,0.649634,7999881.76,-0.0504,-0.0391,-0.1526,46.3471,0.000764,0.9845,0.0446,10000000.0,2,1,True
dipB|maexit200b|monthly|rot,dip,monthly,True,maexit200b,6478905.84,-0.352109,-0.032748,0.649634,7999881.76,-0.0504,-0.0391,-0.1526,46.3471,0.000764,0.9845,0.0446,10000000.0,2,1,True
scaled_invvol|maexit200|daily|rot,scaled,daily,True,maexit200,9838480.71,-0.016152,-0.001248,0.024465,244664.47,-0.051,-0.1044,-0.4126,1.5889,1.8e-05,0.9991,0.001,423261.28,200,1,True
trend100|maexit200|monthly|1shot,trend,monthly,False,maexit200,9852421.43,-0.014758,-0.00114,0.020362,203638.08,-0.056,-0.1016,-0.4061,1.4541,1.9e-05,0.9994,0.0012,312500.0,5,1,True
trend100|maexit200|monthly|rot,trend,monthly,True,maexit200,9852421.43,-0.014758,-0.00114,0.020362,203638.08,-0.056,-0.1016,-0.4061,1.4541,1.9e-05,0.9994,0.0012,312500.0,5,1,True
trend100|maexit200b|monthly|1shot,trend,monthly,False,maexit200b,9852421.43,-0.014758,-0.00114,0.020362,203638.08,-0.056,-0.1016,-0.4061,1.4541,1.9e-05,0.9994,0.0012,312500.0,5,1,True
trend100|maexit200b|monthly|rot,trend,monthly,True,maexit200b,9852421.43,-0.014758,-0.00114,0.020362,203638.08,-0.056,-0.1016,-0.4061,1.4541,1.9e-05,0.9994,0.0012,312500.0,5,1,True
dipB|trail35|monthly|1shot,dip,monthly,False,trail35,7482337.33,-0.251766,-0.022004,0.392394,4832114.23,-0.0561,-0.0447,-0.2365,38.3647,0.000382,0.9845,0.03,10000000.0,2,1,True
dipB|trail35|monthly|rot,dip,monthly,True,trail35,7482337.33,-0.251766,-0.022004,0.392394,4832114.23,-0.0561,-0.0447,-0.2365,38.3647,0.000382,0.9845,0.03,10000000.0,2,1,True
dipA|maexit200|monthly|1shot,dip,monthly,False,maexit200,5685717.81,-0.431428,-0.042389,0.649634,7020486.38,-0.0653,-0.0528,-0.2104,46.3665,0.000823,0.986,0.0467,10000000.0,2,1,True
dipA|maexit200|monthly|rot,dip,monthly,True,maexit200,5685717.81,-0.431428,-0.042389,0.649634,7020486.38,-0.0653,-0.0528,-0.2104,46.3665,0.000823,0.986,0.0467,10000000.0,2,1,True
dipA|maexit200b|monthly|1shot,dip,monthly,False,maexit200b,5685717.81,-0.431428,-0.042389,0.649634,7020486.38,-0.0653,-0.0528,-0.2104,46.3665,0.000823,0.986,0.0467,10000000.0,2,1,True
dipA|maexit200b|monthly|rot,dip,monthly,True,maexit200b,5685717.81,-0.431428,-0.042389,0.649634,7020486.38,-0.0653,-0.0528,-0.2104,46.3665,0.000823,0.986,0.0467,10000000.0,2,1,True
dipA|trail25|monthly|1shot,dip,monthly,False,trail25,7887630.81,-0.211237,-0.018038,0.270126,2919208.84,-0.0668,-0.036,-0.193,26.4672,0.000367,0.986,0.0306,10000000.0,2,1,True
dipA|trail25|monthly|rot,dip,monthly,True,trail25,7887630.81,-0.211237,-0.018038,0.270126,2919208.84,-0.0668,-0.036,-0.193,26.4672,0.000367,0.986,0.0306,10000000.0,2,1,True
trend100|trail25|monthly|1shot,trend,monthly,False,trail25,7941691.61,-0.205831,-0.017524,0.251302,2665647.88,-0.0697,-0.1355,-0.1761,17.8467,0.013486,0.9942,0.1352,5750000.0,45,1,True
trend100|trail25|monthly|rot,trend,monthly,True,trail25,7941691.61,-0.205831,-0.017524,0.251302,2665647.88,-0.0697,-0.1355,-0.1761,17.8467,0.013486,0.9942,0.1352,5750000.0,45,1,True
trend100|volx45|monthly|rot,trend,monthly,True,volx45,9487549.81,-0.051245,-0.004027,0.05619,563810.52,-0.0717,-0.2914,-0.5216,3.9932,0.001366,0.9982,0.0113,8750000.0,69,36,False
trend200|trail25|daily|rot,trend,daily,True,trail25,7857686.59,-0.214231,-0.018325,0.251242,2636600.58,-0.0729,-0.1446,-0.1889,17.736,0.013515,0.9945,0.1318,5710806.7,840,1,True
trend200|trail25|monthly|1shot,trend,monthly,False,trail25,7818622.27,-0.218138,-0.0187,0.251901,2632696.66,-0.0742,-0.1518,-0.1986,17.758,0.013376,0.9945,0.1285,5750000.0,41,1,True
trend200|trail25|monthly|rot,trend,monthly,True,trail25,7818622.27,-0.218138,-0.0187,0.251901,2632696.66,-0.0742,-0.1518,-0.1986,17.758,0.013376,0.9945,0.1285,5750000.0,41,1,True
scaled_rsi|volx45|monthly|rot,scaled,monthly,True,volx45,9449248.05,-0.055075,-0.004336,0.057611,576105.43,-0.0753,-0.3798,-0.586,3.6896,0.001229,0.9997,0.0107,11717909.0,160,100,False
scaled_invvol|volx45|monthly|rot,scaled,monthly,True,volx45,9513732.18,-0.048627,-0.003817,0.050167,501668.17,-0.0761,-0.4047,-0.6289,3.3257,0.001019,0.9997,0.0086,6656128.87,160,100,False
dca96|volx45|monthly|rot,dca,monthly,True,volx45,9051307.95,-0.094869,-0.007617,0.098791,987911.87,-0.0771,-0.4051,-0.6244,6.2903,0.002053,0.9997,0.0181,16666666.67,160,100,False
